solid_SIDIS_ec_forwardangle_shower  |                root  |solid_SIDIS_ec_forwardangle_shower  |                                  0*cm 0*cm 440*cm  |                       0*deg 0*deg 0*deg  | ff0000   |                Tube  |                       105*cm 235*cm 21.728*cm 0*deg 360*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_166  |solid_SIDIS_ec_forwardangle_layer_166  |solid_SIDIS_ec_forwardangle_lead_166  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_167  |solid_SIDIS_ec_forwardangle_layer_167  |solid_SIDIS_ec_forwardangle_lead_167  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_168  |solid_SIDIS_ec_forwardangle_layer_168  |solid_SIDIS_ec_forwardangle_lead_168  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_169  |solid_SIDIS_ec_forwardangle_layer_169  |solid_SIDIS_ec_forwardangle_lead_169  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_170  |solid_SIDIS_ec_forwardangle_layer_170  |solid_SIDIS_ec_forwardangle_lead_170  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_171  |solid_SIDIS_ec_forwardangle_layer_171  |solid_SIDIS_ec_forwardangle_lead_171  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_172  |solid_SIDIS_ec_forwardangle_layer_172  |solid_SIDIS_ec_forwardangle_lead_172  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_173  |solid_SIDIS_ec_forwardangle_layer_173  |solid_SIDIS_ec_forwardangle_lead_173  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_174  |solid_SIDIS_ec_forwardangle_layer_174  |solid_SIDIS_ec_forwardangle_lead_174  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_175  |solid_SIDIS_ec_forwardangle_layer_175  |solid_SIDIS_ec_forwardangle_lead_175  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_176  |solid_SIDIS_ec_forwardangle_layer_176  |solid_SIDIS_ec_forwardangle_lead_176  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_177  |solid_SIDIS_ec_forwardangle_layer_177  |solid_SIDIS_ec_forwardangle_lead_177  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_178  |solid_SIDIS_ec_forwardangle_layer_178  |solid_SIDIS_ec_forwardangle_lead_178  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_179  |solid_SIDIS_ec_forwardangle_layer_179  |solid_SIDIS_ec_forwardangle_lead_179  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_180  |solid_SIDIS_ec_forwardangle_layer_180  |solid_SIDIS_ec_forwardangle_lead_180  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_181  |solid_SIDIS_ec_forwardangle_layer_181  |solid_SIDIS_ec_forwardangle_lead_181  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_182  |solid_SIDIS_ec_forwardangle_layer_182  |solid_SIDIS_ec_forwardangle_lead_182  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_183  |solid_SIDIS_ec_forwardangle_layer_183  |solid_SIDIS_ec_forwardangle_lead_183  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_184  |solid_SIDIS_ec_forwardangle_layer_184  |solid_SIDIS_ec_forwardangle_lead_184  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_185  |solid_SIDIS_ec_forwardangle_layer_185  |solid_SIDIS_ec_forwardangle_lead_185  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_186  |solid_SIDIS_ec_forwardangle_layer_186  |solid_SIDIS_ec_forwardangle_lead_186  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_187  |solid_SIDIS_ec_forwardangle_layer_187  |solid_SIDIS_ec_forwardangle_lead_187  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_188  |solid_SIDIS_ec_forwardangle_layer_188  |solid_SIDIS_ec_forwardangle_lead_188  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_ec_forwardangle_lead_189  |solid_SIDIS_ec_forwardangle_layer_189  |solid_SIDIS_ec_forwardangle_lead_189  |                               0*cm 0*cm -0.087*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                        105*cm 235*cm 0.025*cm 0*deg 360*deg  |               G4_Pb  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
